,glucose,insulin_bolus,insulin_basal,carbs,exercise_steps,heart_rate,skin_temp,gsr,stress_level,alcohol,hbA1c,age,weight,carb_ratio,insulin_sensitivity,glucose_lag_1,glucose_lag_3,glucose_lag_6,glucose_roll_mean_1h
PC1,0.4250640358897705,-0.003296921380296469,-0.004610472305256051,-0.0021582407030941602,-0.00044603123633062136,0.004555552671961283,0.0033955926201708563,0.0021936453720530127,-0.002225731606373088,0.0017787142426275047,-0.01758253727930347,0.023696687806000087,-0.17818914349445633,0.020491430146646172,-0.2517647642745182,0.4251587946482739,0.4251726868740117,0.42488296162264716,0.4251512428173333
PC2,-0.0006605940056125514,0.16991603216834988,-0.0026504173647235642,0.15841137303341749,0.004599636549564766,0.009510564215521326,-0.006841829170932629,-0.0071226138144451535,0.009794724134536408,-0.01705750724354502,0.5817171870064507,-0.3224362097716316,-0.5441854351591077,-0.36271805704719345,0.27452910848403167,-0.0006930777757795318,-0.0007592954488661821,-0.0009074577112102365,-0.0007676874371283504
